78072.5, 78072.5
74592.5, 76892.5
74592.5, 74592.5
72157.5, 72157.5
69327.5, 69327.5
68974.5, 68974.5
66845.5, 66845.5
64350.5, 64350.5
64126.5, 64126.5
60847.5, 60847.5
57367.5, 57367.5
56295.5, 56295.5
51665.5, 51665.5
50593.5, 50593.5
48925.5, 48925.5
45303.5, 52570.5
45303.5, 52397.0
45303.5, 50122.0
45303.5, 48775.0
45303.5, 48775.0
45295.0, 45295.0
43598.0, 43598.0
42017.0, 42017.0
42017.0, 42017.0
42017.0, 42017.0
42017.0, 42017.0
41481.0, 41481.0
41481.0, 41481.0
41481.0, 48705.0
41481.0, 47164.5
41481.0, 47164.5
41481.0, 47577.5
41481.0, 45938.0
41481.0, 45938.0
41481.0, 45219.0
41481.0, 45219.0
41481.0, 45219.0
41481.0, 45219.0
41481.0, 45219.0
41481.0, 45219.0
41481.0, 45219.0
41481.0, 44039.0
39999.0, 39999.0
38703.0, 38703.0
37553.0, 37553.0
37553.0, 37553.0
35501.0, 35501.0
35501.0, 35501.0
35501.0, 35501.0
35501.0, 35501.0
35501.0, 35501.0
35088.0, 35088.0
35088.0, 35088.0
35088.0, 35088.0
35088.0, 35088.0
33908.0, 33908.0
33908.0, 33908.0
33908.0, 33908.0
33908.0, 33908.0
33908.0, 33908.0
30458.0, 30458.0
30458.0, 33507.0
30458.0, 33507.0
30458.0, 33507.0
30458.0, 33507.0
30458.0, 33507.0
30458.0, 33507.0
30458.0, 37930.0
30458.0, 37930.0
30458.0, 37365.0
30458.0, 35017.0
30458.0, 35017.0
30458.0, 34604.0
30458.0, 34604.0
30458.0, 34604.0
30458.0, 34604.0
30458.0, 34604.0
30458.0, 34604.0
30458.0, 34604.0
30458.0, 34604.0
30458.0, 33856.0
30458.0, 33856.0
30458.0, 33856.0
30458.0, 30807.0
30458.0, 30807.0
30159.0, 30159.0
30159.0, 30159.0
30159.0, 30159.0
30159.0, 30159.0
30159.0, 30159.0
30159.0, 30159.0
30159.0, 35842.0
30159.0, 35842.0
30159.0, 35489.0
30159.0, 35489.0
30159.0, 35489.0
30159.0, 35489.0
30159.0, 35489.0
30159.0, 35489.0
30159.0, 35489.0
30159.0, 35489.0
30159.0, 35489.0
30159.0, 35282.0
30159.0, 35282.0
30159.0, 35282.0
30159.0, 35282.0
30159.0, 35282.0
30159.0, 34752.0
30159.0, 34752.0
30159.0, 34752.0
30159.0, 34752.0
30159.0, 34752.0
30159.0, 34752.0
30159.0, 34752.0
30159.0, 38232.0
30159.0, 41541.0
30159.0, 39837.0
30159.0, 39837.0
30159.0, 39837.0
30159.0, 39837.0
30159.0, 41547.0
30159.0, 39771.0
30159.0, 39771.0
30159.0, 40342.0
30159.0, 37033.0
30159.0, 36285.0
30159.0, 34887.0
30159.0, 34887.0
30159.0, 33707.0
30159.0, 33707.0
30159.0, 33707.0
30159.0, 33707.0
30159.0, 37687.0
30159.0, 35770.0
30159.0, 35770.0
30159.0, 35770.0
30159.0, 35770.0
30159.0, 35770.0
30159.0, 35770.0
30159.0, 35022.0
30159.0, 33360.0
30159.0, 33360.0
30159.0, 33360.0
30159.0, 33360.0
30159.0, 33360.0
30159.0, 37990.0
30159.0, 37990.0
30159.0, 37990.0
30159.0, 37990.0
30159.0, 37990.0
30159.0, 37005.0
30159.0, 37005.0
30159.0, 36652.0
30159.0, 36451.0
30159.0, 41028.0
30159.0, 41028.0
30159.0, 40821.5
30159.0, 39671.5
30159.0, 39671.5
30159.0, 37743.5
30159.0, 38923.5
30159.0, 38923.5
30159.0, 38576.5
30159.0, 35329.5
